    0          21.06046800          -287.419575                    0 
    1           6.74457600          -288.417767            -0.998191 
    2           5.68531800          -289.041957             -1.62238 
    3           4.80994100          -289.408513             -1.98894 
    4           2.15934600          -289.879177              -2.4596 
    5           3.16152400          -289.801276              -2.3817 
    6           2.94309100          -289.828308             -2.40873 
    7           5.85166200          -289.874414             -2.45484 
    8           3.04362700          -289.936724             -2.51715 
    9           1.97073700          -290.099439             -2.67986 
   10           1.48683600          -290.166252             -2.74668 
   11           1.08236000          -290.221387             -2.80181 
   12           1.34488800          -290.231383             -2.81181 
   13           1.36710300          -290.239260             -2.81968 
   14           1.88559300          -290.228658             -2.80908 
   15           2.13524700          -290.233294             -2.81372 
   16           1.89020200          -290.237752             -2.81818 
   17           0.79828500          -290.255561             -2.83599 
   18           1.44794500          -290.245620             -2.82604 
   19           1.03451400          -290.249377              -2.8298 
   20           1.70275500          -290.237344             -2.81777 
   21           0.73123300          -290.254861             -2.83529 
   22           1.74601400          -290.246354             -2.82678 
   23           0.60338900          -290.253856             -2.83428 
   24           0.70116600          -290.252772              -2.8332 
   25           0.57263200          -290.254063             -2.83449 
   26           0.55864200          -290.253623             -2.83405 
   27           0.52145200          -290.255009             -2.83543 
   28           0.44392300          -290.259365             -2.83979 
   29           0.40463900          -290.265432             -2.84586 
   30           0.86799800          -290.279577                -2.86 
   31           0.37897100          -290.294976              -2.8754 
   32           0.68551400          -290.298936             -2.87936 
   33           0.36770100          -290.312491             -2.89292 
   34           0.38863200          -290.324416             -2.90484 
   35           0.34437500          -290.332993             -2.91342 
   36           0.40635700          -290.335710             -2.91613 
   37           0.28352700          -290.341206             -2.92163 
   38           0.48318100          -290.341982             -2.92241 
   39           0.37241500          -290.343040             -2.92346 
   40           0.67982700          -290.341324             -2.92175 
   41           0.45746800          -290.342845             -2.92327 
   42           0.27268400          -290.343230             -2.92365 
   43           0.30831900          -290.343324             -2.92375 
   44           0.58982000          -290.341863             -2.92229 
   45           0.32049200          -290.344409             -2.92483 
   46           0.48539900          -290.343906             -2.92433 
   47           0.25389100          -290.346630             -2.92705 
   48           0.25073600          -290.349245             -2.92967 
   49           0.17433800          -290.351232             -2.93166 
   50           0.16209500          -290.352341             -2.93277 
   51           0.15214100          -290.354232             -2.93466 
   52           0.19747700          -290.355263             -2.93569 
   53           0.15790400          -290.357013             -2.93744 
   54           0.45582100          -290.358197             -2.93862 
   55           0.34843200          -290.359205             -2.93963 
   56           0.17731200          -290.361129             -2.94155 
   57           0.60953200          -290.360133             -2.94056 
   58           0.28828600          -290.361477              -2.9419 
   59           0.21346300          -290.363111             -2.94354 
   60           0.18192000          -290.366313             -2.94674 
   61           0.14759900          -290.367916             -2.94834 
   62           0.16197700          -290.369965             -2.95039 
   63           0.15806300          -290.371054             -2.95148 
   64           0.25126300          -290.372836             -2.95326 
   65           0.19415100          -290.374307             -2.95473 
   66           0.78966100          -290.374056             -2.95448 
   67           0.66630900          -290.375292             -2.95572 
   68           0.30111600          -290.377746             -2.95817 
   69           0.46578100          -290.377030             -2.95745 
   70           0.23154400          -290.378223             -2.95865 
   71           0.20082000          -290.378752             -2.95918 
   72           0.26126800          -290.379569             -2.95999 
   73           0.87981800          -290.377869             -2.95829 
   74           0.49928200          -290.379407             -2.95983 
   75           0.37090900          -290.380137             -2.96056 
   76           0.18454400          -290.381143             -2.96157 
   77           0.26161800          -290.381023             -2.96145 
   78           0.21514500          -290.381429             -2.96185 
   79           0.12993600          -290.382339             -2.96276 
   80           0.32646400          -290.382913             -2.96334 
   81           0.13615900          -290.382630             -2.96305 
   82           0.14814700          -290.382813             -2.96324 
   83           0.19077600          -290.383213             -2.96364 
   84           0.26241500          -290.383497             -2.96392 
   85           0.24182300          -290.383472              -2.9639 
   86           0.11753200          -290.383735             -2.96416 
   87           0.34529200          -290.383434             -2.96386 
   88           0.99501400          -290.378222             -2.95865 
   89           0.97347200          -290.378529             -2.95895 
   90           0.91393600          -290.379368             -2.95979 
   91           0.79877200          -290.380830             -2.96125 
   92           0.57835600          -290.382834             -2.96326 
   93           0.31260400          -290.384683             -2.96511 
   94           0.58373500          -290.384652             -2.96508 
   95           0.41663700          -290.385602             -2.96603 
   96           0.10987800          -290.386550             -2.96697 
   97           0.26003900          -290.386233             -2.96666 
   98           0.07855000          -290.386809             -2.96723 
   99           0.39873700          -290.386490             -2.96691 
  100           0.34430500          -290.386679              -2.9671 
  101           0.18550000          -290.387109             -2.96753 
  102           0.17468600          -290.387034             -2.96746 
  103           0.09153000          -290.387273              -2.9677 
  104           0.08785900          -290.387379              -2.9678 
  105           0.29645100          -290.387234             -2.96766 
  106           0.24774300          -290.387544             -2.96797 
  107           0.11685700          -290.388188             -2.96861 
  108           0.18349300          -290.388479              -2.9689 
  109           0.11730300          -290.388491             -2.96892 
  110           0.08499000          -290.388608             -2.96903 
  111           0.08009300          -290.388786             -2.96921 
  112           0.30152000          -290.388509             -2.96893 
  113           0.14605400          -290.388796             -2.96922 
  114           0.08530300          -290.389108             -2.96953 
  115           0.07003900          -290.389495             -2.96992 
  116           0.06953200          -290.389690             -2.97011 
  117           0.06758400          -290.389918             -2.97034 
  118           0.05339000          -290.390059             -2.97048 
  119           0.06945100          -290.390113             -2.97054 
  120           0.05323300          -290.390304             -2.97073 
  121           0.06661500          -290.390446             -2.97087 
  122           0.05154400          -290.390582             -2.97101 
  123           0.06288100          -290.390641             -2.97107 
  124           0.05723700          -290.390815             -2.97124 
  125           0.05481700          -290.391196             -2.97162 
  126           0.04978000          -290.391389             -2.97181 
