    0          13.48002800          -289.490932                    0 
    1           6.66200500          -289.919868            -0.428937 
    2           5.45446400          -290.325724            -0.834793 
    3           4.55643600          -290.534706             -1.04377 
    4           2.22434000          -290.712850             -1.22192 
    5           3.09114600          -290.712403             -1.22147 
    6           2.91482500          -290.719527              -1.2286 
    7           6.50980300          -290.667577             -1.17665 
    8           3.44583200          -290.763381             -1.27245 
    9           1.19594100          -290.866868             -1.37594 
   10           3.52779100          -290.842413             -1.35148 
   11           0.63526100          -290.942744             -1.45181 
   12           2.34383400          -290.936644             -1.44571 
   13           0.61796300          -290.973238             -1.48231 
   14           1.95726900          -290.959971             -1.46904 
   15           1.25866400          -290.981165             -1.49023 
   16           1.03847200          -290.982568             -1.49164 
   17           0.55051900          -290.997517             -1.50659 
   18           0.53686500          -291.000731              -1.5098 
   19           0.57118200          -291.007372             -1.51644 
   20           0.62112600          -291.007975             -1.51704 
   21           0.60843900          -291.015099             -1.52417 
   22           1.31237700          -291.011837             -1.52091 
   23           0.73789600          -291.017894             -1.52696 
   24           0.84712500          -291.017109             -1.52618 
   25           0.43774000          -291.021399             -1.53047 
   26           1.74932200          -291.002586             -1.51165 
   27           0.86907800          -291.009528              -1.5186 
   28           1.20382400          -290.995963             -1.50503 
   29           0.74022900          -290.997886             -1.50695 
   30           1.05469900          -290.983712             -1.49278 
   31           0.57813400          -290.983467             -1.49254 
   32           1.10779300          -290.977236              -1.4863 
   33           0.36109300          -290.982471             -1.49154 
   34           1.11557900          -290.976406             -1.48547 
   35           0.50458500          -290.980141             -1.48921 
   36           1.08619300          -290.974359             -1.48343 
   37           0.30680400          -290.982152             -1.49122 
   38           0.68108600          -290.980766             -1.48983 
   39           0.50037300          -290.984842             -1.49391 
   40           1.10658500          -290.981402             -1.49047 
   41           0.47393600          -290.989714             -1.49878 
   42           0.82378800          -290.991479             -1.50055 
   43           0.46459300          -290.996808             -1.50588 
   44           1.29870400          -290.992716             -1.50178 
   45           0.53854500          -291.002562             -1.51163 
   46           0.85585200          -291.005202             -1.51427 
   47           0.38155700          -291.011840             -1.52091 
