    0           9.52671000          -288.897953                    0 
    1           5.56514800          -290.019469             -1.12152 
    2           4.69511400          -290.161583             -1.26363 
    3           4.01902700          -290.192814             -1.29486 
    4           4.19019700          -290.007812             -1.10986 
    5           3.09592100          -290.123119             -1.22517 
    6           3.31238600          -290.104551              -1.2066 
    7           2.74990000          -290.374036             -1.47608 
    8           1.84270300          -290.343642             -1.44569 
    9           2.23669000          -290.438311             -1.54036 
   10           2.57425300          -290.420195             -1.52224 
   11           2.32379200          -290.473173             -1.57522 
   12           2.53367800          -290.466708             -1.56876 
   13           2.17163100          -290.614446             -1.71649 
   14           1.92989700          -290.660248             -1.76229 
   15           1.29052000          -290.693762             -1.79581 
   16           1.32595600          -290.693924             -1.79597 
   17           1.21278700          -290.684827             -1.78687 
   18           1.57870200          -290.659853              -1.7619 
   19           1.37179600          -290.609158             -1.71121 
   20           1.51734800          -290.570664             -1.67271 
   21           1.08557100          -290.537549              -1.6396 
   22           1.10108600          -290.475897             -1.57794 
   23           1.03644200          -290.442837             -1.54488 
   24           1.06288900          -290.439844             -1.54189 
   25           1.05450500          -290.457662             -1.55971 
   26           1.61835900          -290.456432             -1.55848 
   27           1.30904600          -290.469300             -1.57135 
   28           1.53280900          -290.478977             -1.58102 
   29           1.39050300          -290.509743             -1.61179 
   30           1.13096200          -290.573955               -1.676 
   31           1.06427300          -290.617123             -1.71917 
   32           1.08214300          -290.628234             -1.73028 
   33           1.00073800          -290.660058             -1.76211 
   34           1.00677000          -290.677994             -1.78004 
   35           1.13210300          -290.717973             -1.82002 
   36           1.20396000          -290.730998             -1.83304 
   37           0.81527600          -290.786095             -1.88814 
   38           0.78828200          -290.810569             -1.91262 
   39           0.81717600          -290.836945             -1.93899 
   40           0.83917900          -290.847353              -1.9494 
   41           0.58333800          -290.857646             -1.95969 
   42           0.91362400          -290.863457              -1.9655 
   43           0.82449200          -290.868792             -1.97084 
   44           0.71502800          -290.869499             -1.97155 
   45           0.67336000          -290.870390             -1.97244 
   46           0.67584400          -290.866771             -1.96882 
